country,iso3,region,date, gdp_pc , rol_index , pop ,epi
Bolivia,Latin America & Caribbean,01/01/2014,50.48,0.39,,,
Bosnia and Herzegovina,Eastern Europe,01/01/2014,45.79,0.55,,,
Botswana,Sub-Saharan Africa,01/01/2014,47.6,0.67,,,
Brazil,Latin America & Caribbean,01/01/2014,52.97,0.54,,,
Bulgaria,Eastern Europe,01/01/2014,64.01,0.53,,,
Burkina Faso,Sub-Saharan Africa,01/01/2014,40.52,0.51,,,
Cambodia,Asia-Pacific,01/01/2014,35.44,0.4,,,
Cameroon,Sub-Saharan Africa,01/01/2014,36.68,0.39,,,
Canada,Global West,01/01/2014,73.14,0.78,,,
Chile,Latin America & Caribbean,01/01/2014,69.93,0.68,,,
China,Asia-Pacific,01/01/2014,43,0.45,,,
Colombia,Latin America & Caribbean,01/01/2014,50.77,0.49,,,
Cote d'Ivoire,Sub-Saharan Africa,01/01/2014,39.72,0.46,,,
Croatia,Eastern Europe,01/01/2014,62.23,0.57,,,
Czech Republic,Eastern Europe,01/01/2014,81.47,0.67,,,
Denmark,Global West,01/01/2014,76.92,0.88,,,
Dominican Republic,Latin America & Caribbean,01/01/2014,53.24,0.47,,,
Ecuador,Latin America & Caribbean,01/01/2014,58.54,0.45,,,
Egypt,Greater Middle East,01/01/2014,61.11,0.45,,,
El Salvador,Latin America & Caribbean,01/01/2014,43.79,0.48,,,
Estonia,Eastern Europe,01/01/2014,74.66,0.76,,,
Ethiopia,Sub-Saharan Africa,01/01/2014,39.43,0.42,,,
Finland,Global West,01/01/2014,75.72,0.84,,,
France,Global West,01/01/2014,71.05,0.74,,,
Georgia,Former Soviet States,01/01/2014,47.23,0.6,,,
Germany,Global West,01/01/2014,80.47,0.8,,,
Ghana,Sub-Saharan Africa,01/01/2014,32.07,0.57,,,
Greece,Eastern Europe,01/01/2014,73.28,0.59,,,
Guatemala,Latin America & Caribbean,01/01/2014,48.06,0.44,,,
Hungary,Eastern Europe,01/01/2014,70.28,0.61,,,
India,Southern Asia,01/01/2014,31.23,0.48,,,
Indonesia,Asia-Pacific,01/01/2014,44.36,0.52,,,
Iran,Greater Middle East,01/01/2014,51.08,0.44,,,
Italy,Global West,01/01/2014,74.36,0.63,,,
Jamaica,Latin America & Caribbean,01/01/2014,58.26,0.53,,,
Japan,Asia-Pacific,01/01/2014,72.35,0.78,,,
Jordan,Greater Middle East,01/01/2014,55.78,0.57,,,
Kazakhstan,Former Soviet States,01/01/2014,51.07,0.47,,,
Kenya,Sub-Saharan Africa,01/01/2014,36.99,0.43,,,
Kyrgyzstan,Former Soviet States,01/01/2014,40.63,0.45,,,
Lebanon,Greater Middle East,01/01/2014,50.15,0.51,,,
Liberia,Sub-Saharan Africa,01/01/2014,23.95,0.42,,,
Madagascar,Sub-Saharan Africa,01/01/2014,26.7,0.45,,,
Malawi,Sub-Saharan Africa,01/01/2014,40.06,0.51,,,
Malaysia,Asia-Pacific,01/01/2014,59.31,0.58,,,
Mexico,Latin America & Caribbean,01/01/2014,55.03,0.45,,,
Moldova,Former Soviet States,01/01/2014,53.36,0.45,,,
Mongolia,Asia-Pacific,01/01/2014,44.67,0.51,,,
Morocco,Greater Middle East,01/01/2014,51.89,0.51,,,
Myanmar,Asia-Pacific,01/01/2014,27.44,0.41,,,
Nepal,Southern Asia,01/01/2014,37,0.5,,,
Netherlands,Global West,01/01/2014,77.75,0.83,,,
New Zealand,Global West,01/01/2014,76.41,0.83,,,
Nicaragua,Latin America & Caribbean,01/01/2014,50.32,0.43,,,
Nigeria,Sub-Saharan Africa,01/01/2014,39.2,0.39,,,
North Macedonia,Eastern Europe,01/01/2014,50.41,0.58,,,
Norway,Global West,01/01/2014,78.04,0.88,,,
Pakistan,Southern Asia,01/01/2014,34.58,0.36,,,
Panama,Latin America & Caribbean,01/01/2014,56.84,0.5,,,
Peru,Latin America & Caribbean,01/01/2014,45.05,0.49,,,
Philippines,Asia-Pacific,01/01/2014,44.02,0.5,,,
Poland,Eastern Europe,01/01/2014,69.53,0.67,,,
Portugal,Global West,01/01/2014,75.8,0.66,,,
Romania,Eastern Europe,01/01/2014,50.52,0.59,,,
Russia,Former Soviet States,01/01/2014,53.45,0.45,,,
Senegal,Sub-Saharan Africa,01/01/2014,40.83,0.54,,,
Serbia,Eastern Europe,01/01/2014,,0.51,,,
Sierra Leone,Sub-Saharan Africa,01/01/2014,21.74,0.44,,,
Singapore,Asia-Pacific,01/01/2014,81.78,0.79,,,
Slovenia,Eastern Europe,01/01/2014,76.43,0.65,,,
South Africa,Sub-Saharan Africa,01/01/2014,53.51,0.55,,,
South Korea,Asia-Pacific,01/01/2014,63.79,0.77,,,
Spain,Global West,01/01/2014,79.79,0.67,,,
Sri Lanka,Southern Asia,01/01/2014,53.88,0.52,,,
Sweden,Global West,01/01/2014,78.09,0.85,,,
Tanzania,Sub-Saharan Africa,01/01/2014,36.19,0.47,,,
Thailand,Asia-Pacific,01/01/2014,52.83,0.52,,,
Tunisia,Greater Middle East,01/01/2014,58.99,0.55,,,
Turkiye,Eastern Europe,01/01/2014,54.91,0.5,,,
Uganda,Sub-Saharan Africa,01/01/2014,39.18,0.41,,,
Ukraine,Former Soviet States,01/01/2014,49.01,0.47,,,
United Arab Emirates,Greater Middle East,01/01/2014,72.91,0.65,,,
United Kingdom,Global West,01/01/2014,77.35,0.78,,,
United States of America,Global West,01/01/2014,67.52,0.71,,,
Uruguay,Latin America & Caribbean,01/01/2014,53.61,0.69,,,
Uzbekistan,Former Soviet States,01/01/2014,43.23,0.45,,,
Venezuela,Latin America & Caribbean,01/01/2014,57.8,0.31,,,
Viet Nam,Asia-Pacific,01/01/2014,38.17,0.48,,,
Zambia,Sub-Saharan Africa,01/01/2014,41.72,0.47,,,
Zimbabwe,Sub-Saharan Africa,01/01/2014,49.54,0.34,,,
